,User,Tweet,Time
132,cryptokingx_,"📌 Sabırlı olanların Ulaşacağı hedefler
#swipe --12$ #sxp
#XRP --5$
#ont ---10$
#IOTA --5$
#XLM --1$

#btc  #Bitcoin #coin #altcoin  #SOL #AVAX #twt #srm #bat #algo #borsa #CRP #Crypto #CRV #LTC #ETH #hot #Kava #chz #EOS #NEo #hot #shiba #doge #BNB #Solana #ETH #DeFi #blockchain",2020-07-12 09:22:14+00:00
133,AlienCryptosNFT,$btc to 60K again and $ETH to 5k? Good time for #crypto,2019-09-04 14:42:10+00:00
134,wongsug01,"RT @cbw_nft: $3 worth of $CRASH to all qualified users
$100 BNB to 100 lucky winners

🔥Follow
🔥Retweet &amp; Tag 3 Friends
🔥Comment your BSC wa…",2021-10-23 07:48:02+00:00
135,SoomMartin,"RT @Blockworks_: BREAKING: Twitter has invested in #Bitcoin payment processor OpenNode to help BTC adoption

Via @jacqmelinek",2013-02-19 14:38:29+00:00
136,itejck,RT @GeoffGr74476462: @ShibnobiStrong @safemoon @Shib_nobi @MartinKove $SHINJA #ShinjaIsTheNext1000X #Shibnobi #KusariBlockchain #BUIDL #Doj…,2020-02-16 06:04:11+00:00
137,cryptosalca,"RT @KriptoLevent: Neyse işimize bakalım
#btc yoluna devam ediyor dostlar. Önümüzdeki 45k direnci önemli fakat mavinin üstünteki kapanışlard…",2019-03-08 19:50:21+00:00
138,tsomolok0,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2018-11-06 16:48:26+00:00
139,siong2360,"RT @haxgee1: To win you need to:
✅Follow me
✅Retweet 
✅Tag 1 friend 

1st winner - 200usd
2nd winner- 100usd 

DM FOR PROMOS

Good luck! Wi…",2021-11-30 00:23:52+00:00
140,SafeMoonAce,"RT @NYCryptoKing: The #SAFEMOONARMY representing on the water 🚀 

#safemoon #safemoonfamily #news #cryptocurrency #coinbase #btc #bitcoin #…",2009-08-22 22:47:33+00:00
141,always_hoki,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2021-10-05 03:17:40+00:00
142,IsraelXrp,RT @PrecisionTrade3: #XRP is BULLISH!! 👏 Broke through resistance levels and reached the 2.618! 👀 YASSSS!! We should retrace at least a lit…,2018-06-16 06:54:00+00:00
143,tyrex_gurl,"RT @sDanieleGalipo: How much will bitcoin hit in february?🚀

#cryptocurrency #BSC #Bitcoin   #Coinbase #CoinMarketCap #BTC   #altcoins #Lit…",2022-01-12 02:42:03+00:00
144,rajni10,The Discovery Of Bitcoin Is A Piece Of A Puzzle https://t.co/hZpizfVAf9 #ideas #BTC #Crypto #Millionaire,2009-02-12 22:54:20+00:00
145,Ceylan37217004,"RT @coinimanalizde: "" $usdt.d 

Tether dominansinda isaretli bolge dirence dondu.

Cok sukur her sey planladigim gibi ilerleriyor. Mavi kut…",2019-03-30 12:43:23+00:00
146,KORA105,@russian_market USA will dump 1 million BTC sending The price to 10K,2012-07-08 15:28:02+00:00
147,ADAMBERGMANshow,"CRYPTO is just getting STARTED! THIS IS HUGE NEWS!
#BTC #Crypto
#Bitcoin #cryptocurrencies
https://t.co/DOUcbKvEDz",2021-03-09 01:20:23+00:00
148,DerrickTheRick,"@CryptoCommandr $JEDI is the next Big Thing
🚀Locked liquidity
🚀Certik Audit Applied for
🚀CMC CG Applied for
🚀#CG #CMC #Eth #BTC #Shibnobi #Dogenobi #Metaverse #Sandbox #VR #Crypto #AMC #BSC",2021-08-10 04:11:44+00:00
149,supermario7272,"RT @bycoinhunter: Listemde olan ve whitelist dağıttığım @Dinolandgame listelendi.

Güzel bir listeleme süreciydi. 
Yatırımcılarına ve takip…",2020-07-20 08:51:42+00:00
150,itejck,"RT @Shibby_McNobi: @ShibnobiStrong @safemoon @Shib_nobi @MartinKove #Shinja_is_going_beyond_Mars $SHINJA #shinja #Shinja
#SHINJA #SHIBNOBI…",2020-02-16 06:04:11+00:00
151,guy_intuitive,@DeepBlueCrypto @BTC_Archive @BarrySilbert Lol 😂😂,2021-02-28 00:26:40+00:00
152,theprod1gy1o,RT @Trust_Dice: $50 GIVEAWAY | WINNER will be drawn in 30 hours #casino #giveaway #freemoney #nodepositbonus #BTC #USDT #crypto #ETH #slots…,2018-07-14 04:21:57+00:00
153,bektasgurkan10,"RT @Ekoanalizz: Vay bee dayı kim derdi herkes sinyalci olacak diye gözlerim yaşarıyor. 

Çağ açtım çağ kapadım. 

Her zaman ısrarla dedim s…",2017-12-08 21:40:02+00:00
154,Joshingme15,Anyone else waiting for a fat crypto poop to buy?  #crpyto #BTC #spell #ADA #MATIC,2021-11-30 02:13:34+00:00
155,rudeboy_vintage,@BitcoinMagazine What a waste of #Bitcoin feel free to send me some also 🤝 thanks #BTC,2020-02-18 00:22:58+00:00
156,lovacnaoblake,"RT @profit8lue: Literally 90% (18,000+) of you guys followed and discovered me less than a week ago.. I see many of you are already making…",2022-01-14 22:36:42+00:00
157,CoinNewsFlash,"Crypto＆Valentine’s Day：調査によると、デジタル資産への欲求は10億ドル以上あります
$BTC 

https://t.co/o9rpR4FhVQ",2020-03-28 10:09:14+00:00
158,VolumeMonitor,"$QUICK / USDT Volume increase detected!

Spike: 62,150.20 USDT
24h Vol: 1,617,854.87 USDT

Get ALL the alerts here: https://t.co/2NPcHHFw2q

#crypto #bitcoin #binance #altcoins #hodl #defi #trading #freedom #blockchain $btc $fida $slp $keep $idex $agld $ach $blz https://t.co/Dlw0vWficX",2020-05-26 01:49:48+00:00
159,BurcuKavak2287,"RT @KriptoCeltics: 🎁🥳🎉Şubat Çekilişi🎉🥳🎁

🔥1 kişiye Iphone 13 Pro Max🔥

✅Hesabı Takip Et
✅Tweeti RT+FAV

⏰14 Şubat sonuçlar açıklanır

#Bitc…",2014-02-11 20:40:44+00:00
160,twoneroxide,"RT @KidBold: Betting #BTC does $57k this macro.

We’d have to see🤞🏾",2014-04-18 20:00:50+00:00
161,Bibofkk,"RT @nftengineer: 🎉#NFTGiveaway🎉

🎁Prize :
🥇1x Random #NFT💸💰

❕Rules :

1⃣ RT &amp;❤️
2⃣ Follow me👍
3⃣ Join my pinned giveaway📌

⏰Ends in 48hrs⏰…",2021-12-02 18:36:05+00:00
162,Silver_Gold_U,@LawrenceLepard I brought up literal facts and it’s “debbie downer” as a response? i’ve owned BTC well before most of the pushers of it now knew what it even was. The hopium being pushed by people for what they WANT it to be is the issue. the narratives for BTC keep changing.,2019-10-06 18:46:53+00:00
163,Brenner_BTC,@atgoodm I know 🥴,2022-01-26 05:13:22+00:00
164,01gga,@O_Markets الان حيزحلق وياخد معاه اخونا btc  لتحت ولا لسا 😹😹😻😹,2018-10-16 18:08:16+00:00
165,BORSACI82,@whiteliecrypto Btc sandım bi an https://t.co/1xASLQwBwH,2021-03-22 17:03:19+00:00
166,NftArca,RT @CoreyEriq: @CryptoAnalysing SafemoonINU my guys 🚀🚀🚀 Enjin adopter project with lots of room to moon 🌙 @enjin @SMIPLAY #P2E #NFTs check…,2021-09-10 04:14:49+00:00
167,soheyb63farok63,RT @DaCryptoGeneral: Countries are adopting #BTC slowly and steadily. Future of #Crypto is bullish 🚀,2015-08-24 21:04:47+00:00
168,DerrickTheRick,"@LaCryptoMonkey @DogenobiERC $JEDI is the next Big Thing
🚀Locked liquidity
🚀Certik Audit Applied for
🚀CMC CG Applied for
🚀#CG #CMC #Eth #BTC #Shibnobi #Dogenobi #Metaverse #Sandbox #VR #Crypto #AMC #BSC",2021-08-10 04:11:44+00:00
169,TheGris6,"RT @NADIA888222: Tomorrow #BTC is doomed to go back to $34 K ...
Be careful with your trading !!!
😰😫😰😫☠️☠️☠️

#Bitcoin #Blockchain #blockch…",2020-05-18 18:53:46+00:00
170,Bibofkk,"RT @nftengineer: 🎉#NFTGiveaway🎉

🎁Prize :
🎁2x #NFTs (Worth ~ $1,000)💸💰
🎁5x Whitelist spots🎁

❕Rules :

1⃣ RT &amp;❤️
2⃣ Follow me &amp; @TheNFMs👍…",2021-12-02 18:36:05+00:00
171,DYORCryptoBot,"[Scan results - #Binance - 15m]

Top 5 bullish trend on #BTC pair
1: $GTO
2: $BLZ
3: $C98
4: $SSV
5: $1INCH

Top 5 bullish trend on #USDT pair
1: $BTG
2: $BLZ
3: $VOXEL
4: $GNO
5: $PERL

All #Binance results: https://t.co/NE27I4BsNN
Not buy signals",2018-01-03 13:46:13+00:00
172,PCO4TfL,RT @WhyLose: https://t.co/nLpP3lX6IH Australian Cryptocurrency Exchange Grows Among Veterans That Consider Bitcoin As A Legit Investment ht…,2010-10-31 21:26:41+00:00
173,OffshoreInn,RT @WhyLose: https://t.co/nLpP3lX6IH Australian Cryptocurrency Exchange Grows Among Veterans That Consider Bitcoin As A Legit Investment ht…,2010-03-26 07:12:37+00:00
174,LionForex1,RT @WhyLose: https://t.co/nLpP3lX6IH Australian Cryptocurrency Exchange Grows Among Veterans That Consider Bitcoin As A Legit Investment ht…,2010-03-22 19:48:42+00:00
175,bitoco_in,"$BTC: 44622.7 (0.9%)
$BCH: 345.38 (3.19%)
$XRP: 0.894 (5.27%)
$ETH: 3254.57 (4.26%)
$LTC: 139.95 (4.09%)
$ETC: 34.3049 (8.59%)
$EOS: 2.6873 (2.76%)
$DASH: 115.89 (3.02%)
$ZEC: 126.97 (-2.71%)
$XMR: 183.9199 (3.02%)
$XLM: 0.2417 (0.41%)
In $USDT: 1.0009 (0.0%)
#crypto #price https://t.co/tGnGMl2mWp",2019-09-28 16:48:12+00:00
176,mehmettrn19,"RT @bycoinhunter: 22 Ocak #Bitcoin 34.900$
↘️Rusya Bitcoin'i yasaklamaya hazırlanıyor!

9 Şubat $BTC 44.000$
↘️Rusya Bitcoin’i para birimi…",2015-10-02 11:51:49+00:00
177,westinghouse565,"RT @ken_sugar: 【🇺🇸メモ】
米司法省、暗号資産マネーロンダリング容疑で2名逮捕
📄 https://t.co/gByqUtmaeQ (注：英文)
「2016年の仮想通貨取引所(#Bitfinex🇭🇰)ハッキングで盗まれた暗号資産約45億相当のお洗濯を共謀、司法省…",2010-03-01 14:40:20+00:00
178,Iykechux,"RT @Tronminingg94: 44,000$ in $BTC to one random person who RT, Likes &amp; Follow 

Leave your wallet address 

👇👇👇👇👇👇👇👇👇👇👇👇👇",2011-10-15 06:37:10+00:00
179,CryptoMike53,"#Bitcoin and #Ethereum smoking it today!  Come on #Stellar #XLM!  Time to catch up!

$XLM $BTC $ETH https://t.co/Nzq0BUMYsO",2021-12-18 00:10:03+00:00
180,BecBarbados,"RT @LuffyTurkey: Hey #LUFFYCREW 
Luffy Token nedir sorusuna cevap mı arıyorsunuz...
#LUFFYCREW #LUFFY $LUFFY #LUFFYTOKEN #SHIB #DOGE #Binan…",2021-06-29 02:20:05+00:00
181,btctradep2p,"Bitcoin、Litecoin、Monero、DASHなどを完全匿名で現金で個人間で簡単に対面売買することができるサイト、btc-trade-p2pの運営をしております。
#暗号通貨　#Bitcoin　#BTC　#ビットコイン

https://t.co/f34lHggOFI",2015-12-29 19:44:10+00:00
182,renegruner1,RT @relai_app: That one time when @StarCraft 2 tournament gave losers 25 #BTC https://t.co/xJTs0A9lO1,2015-02-21 17:08:08+00:00
183,AIsaabdullahi,"RT @Tradewithwmt: We printed 16% profit on $THETA and still accumulating $UNFI, even tho we’re on profit you can join us.. $BTC $BNB $LTC $…",2021-10-27 23:54:38+00:00
184,realstanleywang,"@EGhost4 @Joey_M0e @VolcyM @zerohedge True, but that’s not BTC or any crypto coin issue.",2021-11-02 05:13:05+00:00
185,DrNealsWorld,"This new level looks promising to me  :)

#Even
#Ethereum 
#Btc https://t.co/eOntNIjb9X",2016-11-13 16:11:45+00:00
186,TheOnionCEO,@ginazart @GT3_BTC Loser,2020-09-21 23:18:32+00:00
187,stock4632,"$ADA Bullish flag pattern get ready for another leg !!
https://t.co/9ksXmQnGj3

 $ICP $BTC $ETH $ADA $KSM $LUNA $LINK $AAPL
$qqq $tsla $spy $p.pm https://t.co/Ls1fSI7DRe",2021-10-16 06:20:59+00:00
188,DerrickTheRick,"@ChinaPumpWXC $JEDI is the next Big Thing
🚀Locked liquidity
🚀Certik Audit Applied for
🚀CMC CG Applied for
🚀#CG #CMC #Eth #BTC #Shibnobi #Dogenobi #Metaverse #Sandbox #VR #Crypto #AMC #BSC",2021-08-10 04:11:44+00:00
189,Khophoza1,"@Blockworks_ @CoinDesk $DBA Token @DafriXchange, LBank, Hotbit, Pancakeswap, P2PB2B, Hotbit, Latoken, be ready for other Cex listing
 #Metaverse #GameFi #BSCGem #Solanart #nftart #BTC￼ #Crypto #altcoin #Ethereum #BSC￼ #Metaverse #Solana￼ #NFTs #TRX  #ETH",2021-05-06 03:52:43+00:00
190,Mequino2,@healthy_pockets Junio BTC= 75K?,2021-05-30 22:25:31+00:00
191,BlackberryXRP,RT @PrecisionTrade3: #XRP is BULLISH!! 👏 Broke through resistance levels and reached the 2.618! 👀 YASSSS!! We should retrace at least a lit…,2021-01-14 16:06:14+00:00
192,onyourlala__,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2019-07-29 12:06:00+00:00
193,Brenner_BTC,"RT @atgoodm: If the team’s main focus is not building, don’t invest.",2022-01-26 05:13:22+00:00
194,bektasgurkan10,RT @Ekoanalizz: Değerli kardeşlerim ben coin paylaşmasamda görüyorum ki anlattığımız stratejiye uyanlar veya kendi eğitimlerine göre sinyal…,2017-12-08 21:40:02+00:00
195,SvenMeyer,"RT @AdrianoFeria: Just today: 
-CFTC reaffirms $BTC and $ETH are commodities.
-Russia declares all cryptos are to be treated as currencies.…",2008-03-21 15:40:29+00:00
196,FishHex,RT @cryptodubz369: The ship is sailing... #HEX #BTC #ETH #PULSEX #PULSECHAIN https://t.co/dZU3WgmnFe,2020-10-27 22:26:19+00:00
197,PayMeNCrypto,"RT @SamTheCarpetMan: If you build it, they will come! 

@Klever_io team is building! These are hungry and clever nerds, too! 

#Klever 💜 #k…",2020-12-25 04:19:21+00:00
198,ekdlsrmawl,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2021-09-01 08:38:17+00:00
199,BecBarbados,"RT @LuffyTurkey: Hey #LUFFYCREW 
sizi bekleyen yeniliklere göz atmak istermisiniz...
#LUFFYCREW #LUFFY $LUFFY #LUFFYTOKEN #SHIB #DOGE #Bina…",2021-06-29 02:20:05+00:00
200,Mustafa08440614,"RT @KriptoCeltics: 🎁🥳🎉Şubat Çekilişi🎉🥳🎁

🔥1 kişiye Iphone 13 Pro Max🔥

✅Hesabı Takip Et
✅Tweeti RT+FAV

⏰14 Şubat sonuçlar açıklanır

#Bitc…",2020-10-17 22:21:22+00:00
201,sagormondal007,@HeroesChained @coinexcom #grc @greencoinai is the best. They are strong. They are resilient. GRC is undoubtedly the best in all of crypto. GRC will defeat BTC. GRC will defeat ETH. Vitalik is nothing compared to Mr. Pink.  @okx  is #1.,2022-02-04 11:41:02+00:00
202,selimak19254677,"RT @KriptoCeltics: 📢 Ufak bir hediye
100$ için yapmanız gerekenler🤑

👉Beni takip et

👉Twiti rt+beğen

Çekiliş yarın 23.00’da açıklanacaktır…",2021-04-22 15:45:58+00:00
203,MarkPetrick99,@CryptoKaleo my .002 btc might turn into a few thousand YAAAAYYY,2016-07-30 22:01:41+00:00
204,MohdIdr28910079,RT @intocryptoverse: Pick an altcoin portfolio (does not include $BTC or $ETH,2020-12-15 07:00:12+00:00
205,satoshi_giraffe,"RT @TechDev_52: Quite a 2W #BTC candle.

6 days to close. https://t.co/o2b3CSk312",2018-07-13 20:37:20+00:00
206,bektasgurkan10,RT @Ekoanalizz: Değerli dostlarım #gtc soruluyor onay için aşağı indiğini düşünüyorum. Oradaki stopları temizliyorlar. Hacimli kırılım sonr…,2017-12-08 21:40:02+00:00
207,Frt365410,RT @Trust_Dice: $50 GIVEAWAY | WINNER will be drawn in 30 hours #casino #giveaway #freemoney #nodepositbonus #BTC #USDT #crypto #ETH #slots…,2021-12-20 09:08:13+00:00
208,ayah_3anak,"RT @Heather99924565: In case you missed it:

@2112run is in public sale, Epics are minted out already. 

Rare and Epic land plots can be re…",2017-05-15 12:31:29+00:00
209,TodyyB,"RT @bloodgoodBTC: US Government now holds over $3 billion dollars in $BTC

Mainstream adoption 🚀

On a serious note: This entire incident i…",2011-01-25 01:04:08+00:00
210,Satonaire,"RT @MacroScope17: Never been one of those ""I can't imagine selling my BTC"" types. But Russia accepting it for oil and BlackRock taking it a…",2011-09-01 10:17:25+00:00
211,MosenShamsi,"RT @saNFTBS: @BluesparrowC @blk_exc @gokhshteinmedia @BlueSparrowETH #bluesparrow is the real angel which supports children
#bluesparrow is…",2021-12-30 07:15:58+00:00
212,JacobMathieu_,"RT @TheEarliesNFT: 1) using $TES utility tokens (more on this later ) and paying 50% of the ticket price.
2) using other currencies like ET…",2022-02-04 07:10:18+00:00
213,anlayamiyoruumm,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2018-09-07 13:18:16+00:00
214,yujia2020,"RT @irisenergyco: $IREN reports record Q2 FY22 results
- Revenue +93% ($20m, $79m annualized)
- Adjusted EBITDA +156% ($14m, $57m annualize…",2012-05-10 16:31:01+00:00
215,Coinhasadi,"RT @finansdunyasi1: Nereden nereye?.. 

#usd #euro #döviz #bist #enflasyon #eth #btc #USDT #busd #Bitcoin https://t.co/xk1XjL0LqY",2021-12-13 19:06:31+00:00
216,papa_woody21,"RT @RahulSi02050001: All time high is on the horizon..

$BTC #altcoinseason",2021-10-30 23:54:28+00:00
217,hertrape,"RT @tonyavax: 🚨CRYPTO GIVEAWAY🚨

🍀0.5 #AVAX  for one of you guys! 🍀

To participate👇

👉Like + RT this tweet !
👉Follow @tonyavax
👉Tag 3 frie…",2021-03-26 23:58:42+00:00
218,Krypto_Rick17,RT @PrecisionTrade3: #XRP is BULLISH!! 👏 Broke through resistance levels and reached the 2.618! 👀 YASSSS!! We should retrace at least a lit…,2021-11-22 23:45:23+00:00
219,rezendcsgo,"RT @CyrsRockefeller: 1 $BTC or 20 $ETH 

Which one would you pick?",2021-12-29 13:15:00+00:00
220,scottjulie76,@IXpasqXI Dm rn with your btc wallet 🎁,2020-08-24 04:23:46+00:00
221,stalin78611476,"🌟 Free #NFT Giveaway! 🌟

✔️ ❤️ &amp; RT Pinned Post 
✔️ Follow Me

⏳24 Hours 

Incoming envelope $ETH Addresses Below!! 👇👍 $SHIB $BTC $ETH $JOZ $LTC $DOGE $ADA $MATIC",2021-10-12 14:33:12+00:00
222,tororoqueen,"RT @arutocoinotaku: 🔥プレゼント企画第三弾🔥

第三弾は宝くじということで
100万円の　#everdome を1名の方にプレゼント！！！

〈応募条件〉
・@arutocoinotaku をフォロー
・この投稿をいいね&amp;RT
・ コメント欄に　#everd…",2021-06-22 10:15:42+00:00
223,SafeCryp,RT @SafeCryp: scammers; They can amass hundreds of thousands of bot followers on a social media account. Don't believe someone just because…,2021-05-08 14:41:02+00:00
224,flou76600,"RT @gemabi09: Hızlı Çekiliş Zamanı

2 Kişiye 100’er TL

Süre 2 Saat

16:00’da Açıklanack

Şartlar :

- @KatanainuTr Bu Hesabı Takip Etmek…",2018-04-07 23:16:31+00:00
225,nftsefa11,"RT @0xcryptobtc: 🎁🎁 3 #AVAX Giveaway🎁🎁

 3 #AVAX (~$285) 

To enter:
✅ Follow us @0xcryptobtc 
✅ LIKE &amp; RETWEET
✅ Tag 3 friends
Good luck.…",2022-02-09 19:53:11+00:00
226,yuri_coco_i,RT @lmvle: FBIがトランザクションを6年間追い続けて犯人から4794億円分のBTCを押収したってヤバいでしょ。手がかりはトランザクションだけ。今頃、他の取引所からBTCを過去に盗んだ他のハッカーも震えてるんじゃないかな。BTCを犯罪に使った人もまた然り。チェーンに残…,2021-10-18 08:00:47+00:00
227,JuanEnrique0102,"RT @IndigsLegend: INDIGS LEGEND S.A.S ✅ 

¡¡Seguimos Creciendo!!🛖🏹
¡¡We keep growing!!🛖
.
.
.
#IndigsLegend #INDI #PlayToEarn #ethereum #Bt…",2021-10-29 16:35:46+00:00
228,BTC_Cannon,RT @saylor: #Bitcoin is not a safe haven for criminals. https://t.co/NHJYMqfOWa,2015-10-11 05:29:34+00:00
229,_TechDav_52,"The biggest question is:

How much more pain can we
inflict?

All the liquidity's taken from Short
Term Holders,there's no sell
pressure. Market's had a full
healthy reset, while maintaining a
bullish structure on the large time
frames.
#Bitcoin  #BTC  #BTCUSD
#Bullish https://t.co/e6hDMHKCEB",2013-04-03 21:15:28+00:00
230,CryptoNewsCAN,"#CryptoNews: 😱

*Russia to treat #Bitcoin &amp; Crypto as currencies

*Blackrock to offer Bitcoin &amp; #Crypto trading

*NASDAQ approves Valkyrie’s Bitcoin Miners ETF

* @KPMG_Canada puts BTC &amp; ETH on its balance sheet 🇨🇦

*New iPhone feature to enable Bitcoin ‘tap to pay' transactions https://t.co/NCLjV21JJr",2021-11-01 20:56:54+00:00
231,E1leveNFT,"RT @eCashInformer: eCash (XEC) 🆚 Bitcoin Cash (BCH)

This thread is basically a summarization of the new article written by @CainBCHA which…",2015-10-21 23:25:42+00:00
